Query,Value,Date,Keyword,Type
جوايز همراه اول,Breakout,2010-06-01,همراه اول, RISING
فعال سازی gprs همراه اول,Breakout,2010-06-01,همراه اول, RISING
طرح 20x همراه اول,Breakout,2010-06-01,همراه اول, RISING
تنظیمات gprs همراه اول,Breakout,2010-06-01,همراه اول, RISING
اينترنت همراه اول,+300%,2010-06-01,همراه اول, RISING
mci.ir,+250%,2010-06-01,همراه اول, RISING
www.mci.ir,+250%,2010-06-01,همراه اول, RISING
پرداخت قبض همراه اول,+250%,2010-06-01,همراه اول, RISING
mci,+190%,2010-06-01,همراه اول, RISING
اینترنت همراه اول,+150%,2010-06-01,همراه اول, RISING
برندگان همراه اول,+140%,2010-06-01,همراه اول, RISING
"ilvhi h,g",+130%,2010-06-01,همراه اول, RISING
قرعه کشی همراه اول,+100%,2010-06-01,همراه اول, RISING
خدمات همراه اول,+40%,2010-06-01,همراه اول, RISING
شارژ ایرانسل,100,2010-07-01,ایرانسل, TOP
خرید ایرانسل,64,2010-07-01,ایرانسل, TOP
سایت ایرانسل,56,2010-07-01,ایرانسل, TOP
خرید شارژ ایرانسل,43,2010-07-01,ایرانسل, TOP
شماره ایرانسل,42,2010-07-01,ایرانسل, TOP
ایرانسل طلایی,28,2010-07-01,ایرانسل, TOP
0939,27,2010-07-01,ایرانسل, TOP
ایرانسل 0939,25,2010-07-01,ایرانسل, TOP
ثبت نام ایرانسل,24,2010-07-01,ایرانسل, TOP
ویترین ایرانسل,24,2010-07-01,ایرانسل, TOP
کارت شارژ ایرانسل,23,2010-07-01,ایرانسل, TOP
سیم کارت ایرانسل,22,2010-07-01,ایرانسل, TOP
اینترنت ایرانسل,20,2010-07-01,ایرانسل, TOP
ایرانسل وایمکس,20,2010-07-01,ایرانسل, TOP
ایرانسل شماره طلایی,18,2010-07-01,ایرانسل, TOP
خرید کارت شارژ ایرانسل,12,2010-07-01,ایرانسل, TOP
شارز ایرانسل,10,2010-07-01,ایرانسل, TOP
شارژ اینترنتی ایرانسل,9,2010-07-01,ایرانسل, TOP
خرید سیم کارت ایرانسل,7,2010-07-01,ایرانسل, TOP
ایرانسل من,7,2010-07-01,ایرانسل, TOP
خرید اینترنتی شارژ ایرانسل,7,2010-07-01,ایرانسل, TOP
برندگان ایرانسل,7,2010-07-01,ایرانسل, TOP
شرکت ایرانسل,6,2010-07-01,ایرانسل, TOP
شارژ رایگان ایرانسل,6,2010-07-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,6,2010-07-01,ایرانسل, TOP
ایرانسل 0939,Breakout,2010-07-01,ایرانسل, RISING
ثبت نام ایرانسل 0939,Breakout,2010-07-01,ایرانسل, RISING
ایرانسل0939,Breakout,2010-07-01,ایرانسل, RISING
0939ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
ثبت نام شماره طلایی ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
اینترنت نامحدود ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
وایمکس ایرانسل قیمت,Breakout,2010-07-01,ایرانسل, RISING
شماره طلائی ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
irancel,Breakout,2010-07-01,ایرانسل, RISING
قیمت شماره طلایی ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
وایمکس مبین نت,Breakout,2010-07-01,ایرانسل, RISING
خرید شماره دلخواه ایرانسل,Breakout,2010-07-01,ایرانسل, RISING
ایران سل,Breakout,2010-07-01,ایرانسل, RISING
0939,"+1,250%",2010-07-01,ایرانسل, RISING
ایرانسل شماره طلایی,+650%,2010-07-01,ایرانسل, RISING
ایرانسل طلایی,+500%,2010-07-01,ایرانسل, RISING
برندگان ایرانسل,+170%,2010-07-01,ایرانسل, RISING
ایرانسل من,+160%,2010-07-01,ایرانسل, RISING
شماره ایرانسل,+110%,2010-07-01,ایرانسل, RISING
خرید سیم کارت ایرانسل,+90%,2010-07-01,ایرانسل, RISING
ثبت نام ایرانسل,+80%,2010-07-01,ایرانسل, RISING
ویترین ایرانسل,+50%,2010-07-01,ایرانسل, RISING
شارژ همراه اول,100,2010-07-01,همراه اول, TOP
سایت همراه اول,64,2010-07-01,همراه اول, TOP
خرید شارژ همراه اول,32,2010-07-01,همراه اول, TOP
همراه اول اینترنت,32,2010-07-01,همراه اول, TOP
برندگان همراه اول,25,2010-07-01,همراه اول, TOP
قرعه کشی همراه اول,23,2010-07-01,همراه اول, TOP
سايت همراه اول,22,2010-07-01,همراه اول, TOP
کارت شارژ همراه اول,18,2010-07-01,همراه اول, TOP
mci,17,2010-07-01,همراه اول, TOP
قبض همراه اول,16,2010-07-01,همراه اول, TOP
صورتحساب همراه اول,14,2010-07-01,همراه اول, TOP
www.mci.ir,12,2010-07-01,همراه اول, TOP
خرید کارت شارژ همراه اول,11,2010-07-01,همراه اول, TOP
شارز همراه اول,11,2010-07-01,همراه اول, TOP
همراه اول اعتباری,10,2010-07-01,همراه اول, TOP
شارژ اینترنتی همراه اول,10,2010-07-01,همراه اول, TOP
اسامی برندگان همراه اول,9,2010-07-01,همراه اول, TOP
خريد شارژ همراه اول,9,2010-07-01,همراه اول, TOP
نتایج قرعه کشی همراه اول,8,2010-07-01,همراه اول, TOP
خدمات همراه اول,8,2010-07-01,همراه اول, TOP
خرید اینترنتی شارژ همراه اول,6,2010-07-01,همراه اول, TOP
جوایز همراه اول,5,2010-07-01,همراه اول, TOP
وایمکس همراه اول,5,2010-07-01,همراه اول, TOP
شارژهمراه اول,5,2010-07-01,همراه اول, TOP
طرح نوید همراه اول,4,2010-07-01,همراه اول, TOP
طرح نوید همراه اول,Breakout,2010-07-01,همراه اول, RISING
خرید شارز همراه اول,Breakout,2010-07-01,همراه اول, RISING
طرح نويد همراه اول,Breakout,2010-07-01,همراه اول, RISING
طرح میلاد همراه اول,Breakout,2010-07-01,همراه اول, RISING
وایمکس همراه اول,+180%,2010-07-01,همراه اول, RISING
قرعه کشی همراه اول,+100%,2010-07-01,همراه اول, RISING
نتایج قرعه کشی همراه اول,+100%,2010-07-01,همراه اول, RISING
خدمات مشترکین همراه اول,+90%,2010-07-01,همراه اول, RISING
صورتحساب همراه اول,+80%,2010-07-01,همراه اول, RISING
www.mci.ir,+60%,2010-07-01,همراه اول, RISING
جوایز همراه اول,+60%,2010-07-01,همراه اول, RISING
شارژهمراه اول,+50%,2010-07-01,همراه اول, RISING
mci,+40%,2010-07-01,همراه اول, RISING
شارژ,100,2010-08-01,ایرانسل, TOP
ایرانسل شارژ,100,2010-08-01,ایرانسل, TOP
خرید شارژ ایرانسل,40,2010-08-01,ایرانسل, TOP
سایت ایرانسل,35,2010-08-01,ایرانسل, TOP
اینترنت ایرانسل,23,2010-08-01,ایرانسل, TOP
ایرانسل وایمکس,22,2010-08-01,ایرانسل, TOP
وایمکس,21,2010-08-01,ایرانسل, TOP
کارت شارژ ایرانسل,19,2010-08-01,ایرانسل, TOP
کارت شارژ,19,2010-08-01,ایرانسل, TOP
0939 ایرانسل,12,2010-08-01,ایرانسل, TOP
ایرانسل شماره طلایی,11,2010-08-01,ایرانسل, TOP
gprs ایرانسل,11,2010-08-01,ایرانسل, TOP
خرید کارت شارژ ایرانسل,10,2010-08-01,ایرانسل, TOP
خرید کارت شارژ,10,2010-08-01,ایرانسل, TOP
شارژ اینترنتی ایرانسل,9,2010-08-01,ایرانسل, TOP
شارز ایرانسل,8,2010-08-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,8,2010-08-01,ایرانسل, TOP
ویترین ایرانسل,7,2010-08-01,ایرانسل, TOP
خرید شارژ ایرانسل اینترنتی,6,2010-08-01,ایرانسل, TOP
irancell,6,2010-08-01,ایرانسل, TOP
شرکت ایرانسل,6,2010-08-01,ایرانسل, TOP
خدمات ایرانسل,5,2010-08-01,ایرانسل, TOP
کدهای ایرانسل,5,2010-08-01,ایرانسل, TOP
خرید سیم کارت ایرانسل,4,2010-08-01,ایرانسل, TOP
اینترنت نامحدود ایرانسل,4,2010-08-01,ایرانسل, TOP
فعال سازی سیم کارت ایرانسل,Breakout,2010-08-01,ایرانسل, RISING
شارژ مجانی ایرانسل,+500%,2010-08-01,ایرانسل, RISING
طرح قرمز ایرانسل,+350%,2010-08-01,ایرانسل, RISING
تنظیمات gprs ایرانسل,+300%,2010-08-01,ایرانسل, RISING
خرید شارژایرانسل,+300%,2010-08-01,ایرانسل, RISING
افزایش سرعت اینترنت ایرانسل,+200%,2010-08-01,ایرانسل, RISING
وایمکس مبین نت,+200%,2010-08-01,ایرانسل, RISING
اینترنت نامحدود ایرانسل,+190%,2010-08-01,ایرانسل, RISING
ثبت نام وایمکس ایرانسل,+180%,2010-08-01,ایرانسل, RISING
تعرفه های ایرانسل,+170%,2010-08-01,ایرانسل, RISING
نحوه شارژ ایرانسل,+170%,2010-08-01,ایرانسل, RISING
خرید شارج ایرانسل,+120%,2010-08-01,ایرانسل, RISING
سایت رسمی ایرانسل,+120%,2010-08-01,ایرانسل, RISING
خرید شارژ همراه اول,+110%,2010-08-01,ایرانسل, RISING
کد اهنگ پیشواز ایرانسل,+90%,2010-08-01,ایرانسل, RISING
خدمات ایرانسل,+90%,2010-08-01,ایرانسل, RISING
انتقال شارژ ایرانسل,+80%,2010-08-01,ایرانسل, RISING
پورتال ایرانسل,+80%,2010-08-01,ایرانسل, RISING
شارژ ایرانسل تجارت,+80%,2010-08-01,ایرانسل, RISING
آهنگ پیشواز ایرانسل,+70%,2010-08-01,ایرانسل, RISING
وایمکس ایرانسل قیمت,+70%,2010-08-01,ایرانسل, RISING
اینترنت ایرانسل,+60%,2010-08-01,ایرانسل, RISING
gprs ایرانسل,+60%,2010-08-01,ایرانسل, RISING
ایرانسل وایمکس,+60%,2010-08-01,ایرانسل, RISING
وایمکس,+50%,2010-08-01,ایرانسل, RISING
شارژ همراه اول,100,2010-08-01,همراه اول, TOP
سایت همراه اول,42,2010-08-01,همراه اول, TOP
خرید شارژ همراه اول,36,2010-08-01,همراه اول, TOP
همراه اول اینترنت,18,2010-08-01,همراه اول, TOP
قبض همراه اول,16,2010-08-01,همراه اول, TOP
کارت شارژ همراه اول,15,2010-08-01,همراه اول, TOP
سايت همراه اول,13,2010-08-01,همراه اول, TOP
شارز همراه اول,13,2010-08-01,همراه اول, TOP
همراه اول صورتحساب,12,2010-08-01,همراه اول, TOP
شارژ اینترنتی همراه اول,11,2010-08-01,همراه اول, TOP
خريد شارژ همراه اول,10,2010-08-01,همراه اول, TOP
خرید کارت شارژ,9,2010-08-01,همراه اول, TOP
خرید کارت شارژ همراه اول,9,2010-08-01,همراه اول, TOP
ايرانسل,8,2010-08-01,همراه اول, TOP
mci,7,2010-08-01,همراه اول, TOP
مخابرات,7,2010-08-01,همراه اول, TOP
خدمات همراه اول,7,2010-08-01,همراه اول, TOP
خرید اینترنتی شارژ همراه اول,7,2010-08-01,همراه اول, TOP
شارژ ایرانسل,7,2010-08-01,همراه اول, TOP
انتقال شارژ همراه اول,6,2010-08-01,همراه اول, TOP
صورت حساب همراه اول,6,2010-08-01,همراه اول, TOP
پرداخت قبض همراه اول,5,2010-08-01,همراه اول, TOP
سامانه همراه اول,4,2010-08-01,همراه اول, TOP
خرید شارز همراه اول,4,2010-08-01,همراه اول, TOP
"ilvhi h,g",4,2010-08-01,همراه اول, TOP
انتقال اعتبار همراه اول,Breakout,2010-08-01,همراه اول, RISING
سامانه همراه اول,+450%,2010-08-01,همراه اول, RISING
انتقال شارژ همراه اول,+350%,2010-08-01,همراه اول, RISING
فعال کردن اینترنت همراه اول,+250%,2010-08-01,همراه اول, RISING
روش شارژ همراه اول,+180%,2010-08-01,همراه اول, RISING
صورت حساب همراه اول,+100%,2010-08-01,همراه اول, RISING
پرداخت قبض همراه اول,+100%,2010-08-01,همراه اول, RISING
شارز همراه اول,+90%,2010-08-01,همراه اول, RISING
خرید اینترنتی شارژ همراه اول,+80%,2010-08-01,همراه اول, RISING
خريد شارژ همراه اول,+60%,2010-08-01,همراه اول, RISING
دریافت قبض همراه اول,+60%,2010-08-01,همراه اول, RISING
قبض همراه اول,+60%,2010-08-01,همراه اول, RISING
خريد كارت شارژ همراه اول,+50%,2010-08-01,همراه اول, RISING
خرید شارژ همراه اول,+50%,2010-08-01,همراه اول, RISING
شارژ ایرانسل,100,2010-09-01,ایرانسل, TOP
خرید شارژ ایرانسل,46,2010-09-01,ایرانسل, TOP
سایت ایرانسل,27,2010-09-01,ایرانسل, TOP
اینترنت ایرانسل,19,2010-09-01,ایرانسل, TOP
کارت شارژ ایرانسل,15,2010-09-01,ایرانسل, TOP
وایمکس ایرانسل,13,2010-09-01,ایرانسل, TOP
خرید کارت شارژ,10,2010-09-01,ایرانسل, TOP
خرید کارت شارژ ایرانسل,10,2010-09-01,ایرانسل, TOP
شارژ اینترنتی ایرانسل,10,2010-09-01,ایرانسل, TOP
0939 ایرانسل,10,2010-09-01,ایرانسل, TOP
ثبت نام ایرانسل,9,2010-09-01,ایرانسل, TOP
شارز ایرانسل,9,2010-09-01,ایرانسل, TOP
ایرانسل شماره طلایی,9,2010-09-01,ایرانسل, TOP
خرید اینترنتی,9,2010-09-01,ایرانسل, TOP
خرید اینترنتی شارژ ایرانسل,8,2010-09-01,ایرانسل, TOP
شارژ ایرانسل رایگان,6,2010-09-01,ایرانسل, TOP
کدهای ایرانسل,6,2010-09-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,5,2010-09-01,ایرانسل, TOP
آهنگ پیشواز,5,2010-09-01,ایرانسل, TOP
اهنگ پیشواز ایرانسل,5,2010-09-01,ایرانسل, TOP
تعرفه ایرانسل,4,2010-09-01,ایرانسل, TOP
خدمات ایرانسل,4,2010-09-01,ایرانسل, TOP
irancell,4,2010-09-01,ایرانسل, TOP
شارژ ایرانسل تجارت,4,2010-09-01,ایرانسل, TOP
کد های ایرانسل,4,2010-09-01,ایرانسل, TOP
خرید vpn,Breakout,2010-09-01,ایرانسل, RISING
شارژ ایرانسل رایگان,+200%,2010-09-01,ایرانسل, RISING
ترفندهای ایرانسل,+120%,2010-09-01,ایرانسل, RISING
شارژ مجانی ایرانسل,+120%,2010-09-01,ایرانسل, RISING
پستچی ایرانسل,+70%,2010-09-01,ایرانسل, RISING
خرید اینترنتی کارت شارژ ایرانسل,+60%,2010-09-01,ایرانسل, RISING
اهنگ پیشواز ایرانسل,+50%,2010-09-01,ایرانسل, RISING
کدهای ایرانسل,+50%,2010-09-01,ایرانسل, RISING
تعرفه ایرانسل,+50%,2010-09-01,ایرانسل, RISING
بسته های gprs ایرانسل,+50%,2010-09-01,ایرانسل, RISING
خرید اینترنتی شارژ ایرانسل,+40%,2010-09-01,ایرانسل, RISING
